id,observed_on_string,observed_on,time_zone,out_of_range,created_at,updated_at,quality_grade,url,tag_list,description,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1255350,2011-01-15,2011-01-15,Auckland,,2015-02-24 06:25:24 UTC,2019-05-16 23:46:08 UTC,research,http://naturewatch.org.nz/observations/1255350,"","",0,false,"Broken Hills, Coromandel",-37.10975,175.737133,453,,open,false,,,Utricularia sandersonii,Utricularia sandersonii,,Plantae,123538
1290806,2015-03-12,2015-03-12,Auckland,,2015-03-13 22:10:31 UTC,2019-05-16 23:47:05 UTC,research,http://naturewatch.org.nz/observations/1290806,"","Small  (less than 1cm diameter, height less than 10cm) growing in wet part of track alongside Moss and Sundews - Best part of photo is top left corner.",0,false,"Broken Hills, Coromandel",-37.108792,175.737428,,,open,false,,,Utricularia sandersonii,Utricularia sandersonii,,Plantae,123538
1305151,2015-03-13,2015-03-13,Auckland,,2015-03-20 07:23:02 UTC,2017-09-22 05:23:15 UTC,research,http://naturewatch.org.nz/observations/1305151,Eg,"Lake shore turf; the bladderwort leaves are the small, single, spoon-shaped green leaves; with Myriophyllum pedunculatum, Isolepis aucklandicus, Leptinella pusilla, Leptinella maniototo, Juncus",0,false,"Lake Te Anau, Eglinton, NZ",-45.155898,167.815695,50,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
1305231,2015-02-26,2015-02-26,Auckland,,2015-03-20 08:54:10 UTC,2017-09-22 05:22:52 UTC,research,http://naturewatch.org.nz/observations/1305231,"",A little bladderwort growing on the damp trackside.,0,false,North West Circuit Track,-46.900085,167.875214,6356,,,false,,,utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
1401739,2015-04-17,2015-04-17,Auckland,,2015-04-18 08:23:51 UTC,2017-09-22 05:22:24 UTC,research,http://naturewatch.org.nz/observations/1401739,"herb, flower purple, lake, turf, carnivorous",Occasional in lakeshore turfs,0,false,"Beacon Point, Wanaka, Otago",-44.658742,169.132949,23,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
1639585,1986-11-29,1986-11-29,Auckland,,2015-06-16 20:10:22 UTC,2019-01-26 09:55:16 UTC,research,http://naturewatch.org.nz/observations/1639585,"","Formerly abundant in slowly flowing, peaty pools adjoining Lake ""Opuatia"". At one stage there were 100's of stems at this site. However by November 2005 it has vanished from this area and I suspect the reason was the spread of Canada Geese (Branta canadensis) into this area - previously absent. These birds 'might' eat plants (not sure) but either way they certainly polluted the habitat and mechanically damage it. This population had been one of several strong holds in the northern Waikato. Utricularia australis is now scarce in the region - affected also by the uncontrolled spread of Utricularia gibba into its habitats.",0,false,"Waikato, NZ-WK, NZ",-37.4504034268,175.1569068892,5,,obscured,true,,,Yellow bladderwort,Utricularia australis,Yellow bladderwort,Plantae,336260
1696517,2014-01-13 12:27:29,2014-01-13,Wellington,,2015-06-27 10:03:30 UTC,2017-09-22 05:22:17 UTC,research,http://naturewatch.org.nz/observations/1696517,"",In wetland amid sphagnum moss on Bealey Spur Track boardwalk,0,false,"Bealey, Canterbury",-43.030484,171.612575,,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
1774566,2006-03-24,2006-03-24,Auckland,,2015-07-18 02:04:35 UTC,2019-01-15 14:22:17 UTC,research,http://naturewatch.org.nz/observations/1774566,"",Common on lake margin between reeds and deeper water.,0,false,"Waikato, NZ",-38.030868993,175.853763562,280,,obscured,true,,,Yellow bladderwort,Utricularia australis,Yellow bladderwort,Plantae,336260
2004770,2015-09-27 03.08pm,2015-09-27,Auckland,,2015-09-27 10:21:35 UTC,2019-05-09 04:48:23 UTC,research,http://naturewatch.org.nz/observations/2004770,"",Emergent plant.,0,false,"Far North, NZ-NO, NZ",-34.8543802085,173.3342388591,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
2096496,2015-10-11 02.30pm,2015-10-11,Auckland,,2015-10-11 09:22:30 UTC,2019-05-09 04:48:14 UTC,research,http://naturewatch.org.nz/observations/2096496,"","",0,false,"Far North, NZ-NO, NZ",-34.9730142146,173.2596407339,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
2244158,2015-01-02,2015-01-02,Wellington,,2015-10-21 01:32:58 UTC,2017-09-22 05:22:09 UTC,research,http://naturewatch.org.nz/observations/2244158,"",Found this beautiful little plant on the damp flats around Lake Middleton near Ohau in the new year. ,0,false,"",-44.277132,169.846632,23,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
2404005,2015-11-21 04.40pm,2015-11-21,Auckland,,2015-11-21 09:09:47 UTC,2017-09-25 19:36:23 UTC,research,http://naturewatch.org.nz/observations/2404005,"",Reasonably common in this locality.,0,false,"Far North, NZ-NO, NZ",-34.8660975174,173.2092691435,,,obscured,true,,,Utricularia delicatula,Utricularia delicatula,,Plantae,406796
2404009,2015-11-21 04.55pm,2015-11-21,Auckland,,2015-11-21 09:11:49 UTC,2017-09-22 05:21:58 UTC,research,http://naturewatch.org.nz/observations/2404009,"","",0,false,"Inland Road, Lake Ohia",-34.970455,173.379078,,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
2404016,2015-11-21 04.45pm,2015-11-21,Auckland,,2015-11-21 09:13:51 UTC,2019-05-09 04:47:28 UTC,research,http://naturewatch.org.nz/observations/2404016,"","",0,false,"Far North, NZ-NO, NZ",-34.8426574552,173.3197550919,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
2413166,2015-11-24,2015-11-24,Auckland,,2015-11-24 03:21:07 UTC,2019-05-12 03:25:38 UTC,research,http://naturewatch.org.nz/observations/2413166,2D,"Tiny plant.  The flower is slightly bigger than a pin head.

The white bits in the photo are grains of silica sand.

Growing in the middle of a track.",0,false,,,,,private,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
2468752,Fri Dec 11 2015 13:50:52 GMT+1300 (NZDT),2015-12-11,Wellington,,2015-12-11 07:26:30 UTC,2017-09-22 05:21:51 UTC,research,http://www.inaturalist.org/observations/2468752,,,0,false,,-43.788186,172.348915,5,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
2675881,2016-02-10,2016-02-10,Auckland,,2016-02-13 02:23:40 UTC,2017-09-22 05:21:39 UTC,research,http://naturewatch.org.nz/observations/2675881,"flower purple, low alpine, bog",Common in alpine bog,0,false, Eyre Mountains,-45.216715,168.393888,187,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
2724261,2016-02-24,2016-02-24,Auckland,,2016-02-28 09:17:03 UTC,2017-09-22 05:21:26 UTC,research,http://naturewatch.org.nz/observations/2724261,"","",0,false,"South Island, New Zealand",-44.364704,171.540527,369242,,,false,,manual,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
2757679,2016-03-02,2016-03-02,Auckland,,2016-03-08 09:38:45 UTC,2017-09-22 05:20:37 UTC,research,http://naturewatch.org.nz/observations/2757679,"",In bog by sluicing pond,0,false,Mt Buster diggings,-44.918565,170.257423,57,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
2757704,2016-03-08,2016-03-08,Auckland,,2016-03-08 09:54:59 UTC,2017-09-22 05:20:28 UTC,research,http://naturewatch.org.nz/observations/2757704,"","Utricularia dichotoma, growing in bog on roadside, immediately south of Pukerau Red Tussock Reserve",0,false,"State Highway 1, Pukerau",-46.095281,169.073925,,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
2770701,2016-03-08,2016-03-08,Auckland,true,2016-03-12 03:22:25 UTC,2019-05-15 15:51:40 UTC,research,http://naturewatch.org.nz/observations/2770701,"",Few scattered plants along lake margin.,0,false,"Lake Waikere, Kai Iwi Lakes, Northland",-35.80151,173.63139,10,,open,false,,,humped bladderwort,Utricularia gibba,humped bladderwort,Plantae,79464
3016642,2016-04-21,2016-04-21,Auckland,,2016-04-23 23:34:01 UTC,2019-05-09 04:15:19 UTC,research,http://naturewatch.org.nz/observations/3016642,"",Growing on a track in the Lake Ohia wetlands. Gumfield country.,0,false,"Far North, NZ-NO, NZ",-34.8666016925,173.3218183062,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
3017353,2016-04-22,2016-04-22,Auckland,,2016-04-24 00:57:31 UTC,2019-05-09 04:15:14 UTC,research,http://naturewatch.org.nz/observations/3017353,"","Totally stoked to find a new site for this out here as the one I found last year has yet to have any come up.  Mind you last year's site has been changed but this one I know will not be :)  

First time I have been able to get a shot of the flower stem, or even see if for that matter!",0,false,"Far North, NZ-NO, NZ",-34.7707989519,173.0551590364,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
3078305,2016-05-02,2016-05-02,Auckland,,2016-05-02 03:55:45 UTC,2019-05-09 04:15:09 UTC,research,http://naturewatch.org.nz/observations/3078305,"",Growing on the back track.,0,false,"Far North, NZ-NO, NZ",-34.7229970181,173.0437246338,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
3078322,2016-05-02,2016-05-02,Auckland,,2016-05-02 03:57:11 UTC,2019-05-09 04:15:04 UTC,research,http://naturewatch.org.nz/observations/3078322,"","Growing on the back track.

I've put 2 obs for this up today to make sure there is not another species lurking here - which would not be surprising! *LOL*",0,false,"Far North, NZ-NO, NZ",-34.6353150409,173.1530216867,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
3086186,2016-05-02,2016-05-02,Auckland,,2016-05-03 04:37:07 UTC,2019-05-09 04:14:49 UTC,research,http://naturewatch.org.nz/observations/3086186,"","I have wondered if sun dews close when there is no sun so took this at night to find out the answer is no :)

",0,false,"Far North, NZ-NO, NZ",-34.7017377575,173.1066573284,,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
3425436,2016-06-06,2016-06-06,Auckland,,2016-06-10 09:20:54 UTC,2017-09-22 05:20:20 UTC,research,http://naturewatch.org.nz/observations/3425436,"",A number of plants in flower.,0,false,"Inland Road, Lake Ohia",-34.970468,173.378895,,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
3453753,2016-06-14,2016-06-14,Auckland,,2016-06-14 03:28:04 UTC,2019-05-09 04:14:34 UTC,research,http://naturewatch.org.nz/observations/3453753,"","Found in a new area accidently so I am not too sure if I got the ID right as last month @pjd1 said ""at this time of the year its usually dying back for the winter so nice to see it still up and about"".  

Also the diagnostic central tuft of stipules seems to be lacking, but maybe that is because it is in the dying back stage.

no more than 5mm across.

",0,false,"Far North, NZ-NO, NZ",-34.6672765264,173.1991857313,,,obscured,true,,,Drosera pygmaea,Drosera pygmaea,pygmy sundew,Plantae,122209
3453762,2016-06-14,2016-06-14,Auckland,,2016-06-14 03:29:38 UTC,2019-05-09 04:14:17 UTC,research,http://naturewatch.org.nz/observations/3453762,"","Found in a new area accidently so I am not too sure if I got the ID right as last month @pjd1 said ""at this time of the year its usually dying back for the winter so nice to see it still up and about"".  

The diagnostic central tuft of stipules seems to be there but not the red, but maybe that is because it is in the dying back stage.

no more than 5mm across.",0,false,"Far North, NZ-NO, NZ",-34.764906824,173.0815702299,,,obscured,true,,,Drosera pygmaea,Drosera pygmaea,pygmy sundew,Plantae,122209
3882358,2016/08/13 3.33 PM NZST,2016-08-13,Wellington,true,2016-08-14 11:51:32 UTC,2019-05-15 15:44:33 UTC,research,http://naturewatch.org.nz/observations/3882358,"",Another rapidly spreading weed.,0,false,"Lake Ohia 0483, New Zealand",-34.980367465,173.34116131,8,,open,false,,,humped bladderwort,Utricularia gibba,humped bladderwort,Plantae,79464
4023061,2016/09/03 1:10 PM NZST,2016-09-03,Wellington,,2016-09-03 05:37:41 UTC,2017-09-25 07:26:50 UTC,research,http://naturewatch.org.nz/observations/4023061,"",,0,false,"Stokes Valley, loop above northern end of Horoeka Street.",-41.1686148696,174.9885463697,208,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4031027,2016/09/03 12:38 PM NZST,2016-09-03,Wellington,,2016-09-04 12:11:39 UTC,2017-09-25 07:26:43 UTC,research,http://naturewatch.org.nz/observations/4031027,"",,0,false,"Cape Reinga, New Zealand",-34.5167638916,172.7926468849,31,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4031030,2016/09/03 1:41 PM NZST,2016-09-03,Wellington,,2016-09-04 12:13:31 UTC,2019-01-17 03:58:35 UTC,research,http://naturewatch.org.nz/observations/4031030,"",,0,false,"Cape Reinga, New Zealand",-34.5160213167,172.7983760834,31,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4038401,2016/09/05 1:32 PM NZST,2016-09-05,Wellington,,2016-09-05 04:24:24 UTC,2017-09-25 07:26:11 UTC,research,http://naturewatch.org.nz/observations/4038401,"","Growing in a shaded area that goes not see sun, surrounded mainly by Kunzea linearis",0,false,,,,2,private,,true,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4038956,2016/09/05 3:13 PM NZST,2016-09-05,Wellington,,2016-09-05 06:55:27 UTC,2017-09-25 07:26:04 UTC,research,http://naturewatch.org.nz/observations/4038956,"",                               ,0,false,Korimako Rd Track,-41.2808749855,174.9154758453,31,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4069619,2016/09/09 2:35 PM NZST,2016-09-09,Wellington,,2016-09-09 04:28:35 UTC,2017-09-25 07:25:58 UTC,research,http://naturewatch.org.nz/observations/4069619,"",,0,false,"Waitakere, Auckland, New Zealand",-36.9001558859,174.5423269272,61,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4076763,2016/09/10 3:10 PM NZST,2016-09-10,Wellington,,2016-09-10 07:57:40 UTC,2017-09-25 07:25:50 UTC,research,http://naturewatch.org.nz/observations/4076763,"","Growing, and flowering, abundantly at the Spragg Monument reserve area.                               ",0,false,"Huia, Auckland 0604, New Zealand",-37.0076201697,174.5901424237,31,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4084263,2016/09/11 12:45 PM NZST,2016-09-11,Wellington,,2016-09-11 06:50:03 UTC,2017-09-25 07:25:32 UTC,research,http://naturewatch.org.nz/observations/4084263,"",Growing on the cliff walking track between Kauere and Otaipango.,0,false,Henderson Bay,-34.7351877296,173.111502528,15,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4084264,2016/09/11 12:46 PM NZST,2016-09-11,Wellington,,2016-09-11 06:50:03 UTC,2018-05-30 02:46:45 UTC,research,http://naturewatch.org.nz/observations/4084264,"","Not sure if this is Drosera auriculata or not as this is the first red one I have seen.

Growing on the cliff walking track between Kauere and Otaipango.",0,false,Henderson Bay,-34.7351877296,173.111502528,15,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
4084673,2016/09/11 3:20 PM NZST,2016-09-11,Wellington,,2016-09-11 09:59:21 UTC,2019-01-17 03:58:51 UTC,research,http://naturewatch.org.nz/observations/4084673,"",,0,false,"Lake Ohia 0483, New Zealand",-34.9822806853,173.3625894784,15,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4084758,2016/09/11 2:45 PM NZST,2016-09-11,Wellington,,2016-09-11 10:13:16 UTC,2017-09-25 07:23:55 UTC,research,http://naturewatch.org.nz/observations/4084758,"",,0,false,"Lake Ohia 0483, New Zealand",-34.9805778032,173.342916816,4,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4084759,2016/09/11 1:35 PM NZST,2016-09-11,Wellington,,2016-09-11 10:14:55 UTC,2019-05-09 04:57:50 UTC,research,http://naturewatch.org.nz/observations/4084759,"",,0,false,"Far North, NZ-NO, NZ",-34.9273151068,173.3448982915,4,,obscured,true,,,pygmy sundew,Drosera pygmaea,pygmy sundew,Plantae,122209
4126185,2016/09/16 1:36 PM NZST,2016-09-16,Wellington,,2016-09-17 00:43:32 UTC,2017-09-25 07:23:47 UTC,research,http://naturewatch.org.nz/observations/4126185,"","Growing very abundantly in moss on either side of the track. Dry, open sunny location. A lot of plants had flower buds, a few were beginning to flower.                               ",0,false,"Robinson Ridge Trk, Waitakere, Auckland, New Zealand",-36.903971402,174.518558937,381,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4170399,2016/09/21 4:23 PM NZST,2016-09-21,Wellington,,2016-09-22 02:00:52 UTC,2019-01-17 03:56:55 UTC,research,http://naturewatch.org.nz/observations/4170399,"","Found growing in the scrub beside the dodgy track on a bank in the North Cape Scientific reserve side of the possum fence when @pjd1 was cutting hakea to fill the ruts of the track to make it drivable.  Using Hakea in ruts is the best thing to use as (1) it is getting rid of a pest and (2) it works brilliantly because of the seeds *LOL*

It has the distinct green and yellow colouring of the Drosera auriculata.

Photographed out situ in rain to create artistic photographs for your viewing enjoyment *LOL*",1,false,North Cape Area,-34.412955,173.0041783333,,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
4171565,2016/09/22 11:49 AM NZST,2016-09-22,Wellington,,2016-09-22 04:27:53 UTC,2017-09-25 07:25:17 UTC,research,http://naturewatch.org.nz/observations/4171565,"","",0,false,"Glen Eden, Auckland, New Zealand",-36.9077056213,174.6501302719,61,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4188475,2016/09/19 11:35 AM NZST,2016-09-19,Wellington,,2016-09-24 09:23:01 UTC,2017-09-25 07:25:11 UTC,research,http://naturewatch.org.nz/observations/4188475,"",I think that is is this one.,0,false,North Cape Scientific Reserve,-34.3978676686,173.0137038231,31,,,false,,,Drosera auriculata,Drosera auriculata,Tall sundew,Plantae,424565
4198181,2016/04/25 1:12 PM NZST,2016-04-25,Wellington,,2016-09-25 08:11:36 UTC,2019-05-09 04:57:57 UTC,research,http://naturewatch.org.nz/observations/4198181,"",OLYMPUS DIGITAL CAMERA         ,0,false,"Arthurs Pass, Arthur's Pass National Park, Selwyn, Canterbury, New Zealand",-42.9157783333,171.5527283333,,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
4205697,2016/09/25 3:05 PM NZDT,2016-09-25,Wellington,,2016-09-26 08:27:37 UTC,2019-01-17 00:00:17 UTC,research,http://naturewatch.org.nz/observations/4205697,"",,1,false,"Kaimaumau 0486, New Zealand",-34.9028996487,173.2617866993,15,,,false,,,Drosera gunniana,Drosera gunniana,,Plantae,823782
